n_policy,pack_PPO_LunarLanderContinuous1_500,pack_PPO_LunarLanderContinuous1_250,pack_PPO_LunarLanderContinuous1_100,pack_PPO_LunarLanderContinuous1_50,pack_PPO_LunarLanderContinuous1_25,pack_PPO_LunarLanderContinuous1_5,pack_PPO_LunarLanderContinuous3_500,pack_PPO_LunarLanderContinuous3_250,pack_PPO_LunarLanderContinuous3_100,pack_PPO_LunarLanderContinuous3_50,pack_PPO_LunarLanderContinuous3_25,pack_PPO_LunarLanderContinuous3_5,pack_PPO_LunarLanderContinuous4_500,pack_PPO_LunarLanderContinuous4_250,pack_PPO_LunarLanderContinuous4_100,pack_PPO_LunarLanderContinuous4_50,pack_PPO_LunarLanderContinuous4_25,pack_PPO_LunarLanderContinuous4_5,pack_PPO_LunarLanderContinuous5_500,pack_PPO_LunarLanderContinuous5_250,pack_PPO_LunarLanderContinuous5_100,pack_PPO_LunarLanderContinuous5_50,pack_PPO_LunarLanderContinuous5_25,pack_PPO_LunarLanderContinuous5_5,pack_PPO_LunarLanderContinuous6_500,pack_PPO_LunarLanderContinuous6_250,pack_PPO_LunarLanderContinuous6_100,pack_PPO_LunarLanderContinuous6_50,pack_PPO_LunarLanderContinuous6_25,pack_PPO_LunarLanderContinuous6_5,pack_PPO_LunarLanderContinuous7_500,pack_PPO_LunarLanderContinuous7_250,pack_PPO_LunarLanderContinuous7_100,pack_PPO_LunarLanderContinuous7_50,pack_PPO_LunarLanderContinuous7_25,pack_PPO_LunarLanderContinuous7_5,pack_PPO_LunarLanderContinuous8_500,pack_PPO_LunarLanderContinuous8_250,pack_PPO_LunarLanderContinuous8_100,pack_PPO_LunarLanderContinuous8_50,pack_PPO_LunarLanderContinuous8_25,pack_PPO_LunarLanderContinuous8_5,pack_PPO_LunarLanderContinuous9_500,pack_PPO_LunarLanderContinuous9_250,pack_PPO_LunarLanderContinuous9_100,pack_PPO_LunarLanderContinuous9_50,pack_PPO_LunarLanderContinuous9_25,pack_PPO_LunarLanderContinuous9_5,pack_PPO_LunarLanderContinuous10_500,pack_PPO_LunarLanderContinuous10_250,pack_PPO_LunarLanderContinuous10_100,pack_PPO_LunarLanderContinuous10_50,pack_PPO_LunarLanderContinuous10_25,pack_PPO_LunarLanderContinuous10_5,pack_PPO_LunarLanderContinuous11_500,pack_PPO_LunarLanderContinuous11_250,pack_PPO_LunarLanderContinuous11_100,pack_PPO_LunarLanderContinuous11_50,pack_PPO_LunarLanderContinuous11_25,pack_PPO_LunarLanderContinuous11_5,pack_PPO_LunarLanderContinuous12_500,pack_PPO_LunarLanderContinuous12_250,pack_PPO_LunarLanderContinuous12_100,pack_PPO_LunarLanderContinuous12_50,pack_PPO_LunarLanderContinuous12_25,pack_PPO_LunarLanderContinuous12_5,pack_PPO_LunarLanderContinuous13_500,pack_PPO_LunarLanderContinuous13_250,pack_PPO_LunarLanderContinuous13_100,pack_PPO_LunarLanderContinuous13_50,pack_PPO_LunarLanderContinuous13_25,pack_PPO_LunarLanderContinuous13_5,pack_PPO_LunarLanderContinuous14_500,pack_PPO_LunarLanderContinuous14_250,pack_PPO_LunarLanderContinuous14_100,pack_PPO_LunarLanderContinuous14_50,pack_PPO_LunarLanderContinuous14_25,pack_PPO_LunarLanderContinuous14_5,pack_PPO_LunarLanderContinuous15_500,pack_PPO_LunarLanderContinuous15_250,pack_PPO_LunarLanderContinuous15_100,pack_PPO_LunarLanderContinuous15_50,pack_PPO_LunarLanderContinuous15_25,pack_PPO_LunarLanderContinuous15_5,pack_PPO_LunarLanderContinuous16_500,pack_PPO_LunarLanderContinuous16_250,pack_PPO_LunarLanderContinuous16_100,pack_PPO_LunarLanderContinuous16_50,pack_PPO_LunarLanderContinuous16_25,pack_PPO_LunarLanderContinuous16_5,pack_PPO_LunarLanderContinuous17_500,pack_PPO_LunarLanderContinuous17_250,pack_PPO_LunarLanderContinuous17_100,pack_PPO_LunarLanderContinuous17_50,pack_PPO_LunarLanderContinuous17_25,pack_PPO_LunarLanderContinuous17_5,pack_PPO_LunarLanderContinuous18_500,pack_PPO_LunarLanderContinuous18_250,pack_PPO_LunarLanderContinuous18_100,pack_PPO_LunarLanderContinuous18_50,pack_PPO_LunarLanderContinuous18_25,pack_PPO_LunarLanderContinuous18_5,pack_PPO_LunarLanderContinuous19_500,pack_PPO_LunarLanderContinuous19_250,pack_PPO_LunarLanderContinuous19_100,pack_PPO_LunarLanderContinuous19_50,pack_PPO_LunarLanderContinuous19_25,pack_PPO_LunarLanderContinuous19_5,pack_PPO_LunarLanderContinuous20_500,pack_PPO_LunarLanderContinuous20_250,pack_PPO_LunarLanderContinuous20_100,pack_PPO_LunarLanderContinuous20_50,pack_PPO_LunarLanderContinuous20_25,pack_PPO_LunarLanderContinuous20_5,pack_PPO_LunarLanderContinuous21_500,pack_PPO_LunarLanderContinuous21_250,pack_PPO_LunarLanderContinuous21_100,pack_PPO_LunarLanderContinuous21_50,pack_PPO_LunarLanderContinuous21_25,pack_PPO_LunarLanderContinuous21_5
82,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,143.78221297515896,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,141.07955266962028,145.57155853718857,148.8341574249693,153.43636788773054,155.94162359038222,163.2361746350769,143.8846206731992,146.3362945340521,152.73814467770765,154.97772117659326,158.57054114172794,173.70488874988513,150.58107031293727,156.97702276749817,161.53226588361628,163.83781864959465,169.0015662087139,173.8465150726679,146.4663737520545,151.8301455925331,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,147.60560245474278,153.79883787219728,157.21721489551726,161.9784958522144,165.75200985266048,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,148.99813550606035,153.5027486336254,160.4078989702195,162.0492448600394,163.02971986395525,197.6997490523674,148.06994135208197,150.8064462416978,155.72336910645546,157.14124939031277,164.6090807546219,172.13123926577902,150.24523766532917,153.08219380062764,156.57186920213385,158.18185131044743,161.9959957344868,172.6615562181527,143.34015831842063,145.8520917677598,150.3118660559635,157.31972416678357,159.0030608027738,170.39100031914057,156.08082470246987,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,144.70819726130256,145.90027939232945,150.47145148639618,153.58355817432107,164.48122561953255,173.96236734013328,152.37862968921783,157.3433599140261,160.69771505163482,163.98475986924197,168.0457824364108,178.99352017881174,146.9839541264623,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,137.05704918108705,139.58436353008932,149.02991613442526,154.57714715594588,153.67029328570672,162.22825960889458,136.6486368122413,141.1582084477861,145.41348150738747,146.22536990631158,151.51795690056488,171.27324488066952,149.3427934522285,152.0623101755947,153.84407127103657,158.56595005618345,163.21771288170476,173.6690718619475,154.93048338298553,156.1882052484362,162.09706827875956,167.13396556171642,173.19352761685056,180.71499305688704
83,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,144.400921727456,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,141.48001367405578,145.57155853718857,148.8341574249693,153.43636788773054,155.94162359038222,163.2361746350769,144.92511215718162,147.95227846277913,156.5432241700202,158.92915860152493,166.52624709360592,181.8961430581577,151.28124311447456,156.97702276749817,161.53226588361628,163.83781864959465,169.0015662087139,173.8465150726679,146.6793641640772,151.8301455925331,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,147.60560245474278,154.2501148777254,157.21721489551726,161.9784958522144,165.78404196686955,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,149.35891649655684,154.76959304688685,160.4078989702195,162.87693675041524,163.02971986395525,197.6997490523674,149.2451703295153,151.7195363754111,157.1511539751551,160.71301095787683,164.6090807546219,172.13123926577902,150.93402942345827,154.0839621598826,156.57186920213385,158.18185131044743,161.9959957344868,175.01211451376793,144.15483782604872,148.33376533170724,150.3118660559635,157.31972416678357,167.3200892761084,170.39100031914057,157.04444425783473,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,144.70819726130256,145.90027939232945,150.47145148639618,153.58355817432107,164.48122561953255,173.96236734013328,153.19883106847905,157.48354227539264,160.69771505163482,163.98475986924197,168.0457824364108,178.99352017881174,148.02174914933025,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,137.77127526057566,139.83919247544586,150.25396826263776,154.57714715594588,153.67029328570672,162.22825960889458,136.6486368122413,141.1582084477861,145.41348150738747,146.22536990631158,151.51795690056488,171.27324488066952,149.3427934522285,152.14038336780388,153.84407127103657,158.56595005618345,163.21771288170476,174.9127770057672,155.27110147422675,156.76197678321518,163.13349201922577,167.13396556171642,173.19352761685056,180.71499305688704
84,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,144.98376394839784,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,141.84636113058843,146.0976629308226,148.8341574249693,153.43636788773054,155.94162359038222,163.2361746350769,144.9756425993339,148.63636441759823,156.5432241700202,158.92915860152493,166.52624709360592,181.8961430581577,151.28124311447456,156.97702276749817,161.53226588361628,163.83781864959465,169.0015662087139,173.8465150726679,146.8332111093716,151.8301455925331,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,149.1726844027642,154.82935998186858,157.21721489551726,167.21527765721328,168.847089054831,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,159.0635259244709,162.4628499928865,176.98616432846467,149.74640249258024,154.87599015948783,160.4078989702195,162.87693675041524,163.02971986395525,197.6997490523674,149.47498420458328,152.85793800486633,159.5273616929768,162.89901753448922,164.6090807546219,172.13123926577902,151.6905916110361,154.4788946281697,156.57186920213385,158.18185131044743,166.14111451003075,175.01211451376793,144.24191170340305,148.33376533170724,150.3118660559635,157.31972416678357,167.3200892761084,174.01021520259837,157.21439449213503,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,144.91429158000832,145.90027939232945,150.47145148639618,158.70169136453126,164.48122561953255,173.96236734013328,153.19883106847905,157.48354227539264,160.69771505163482,163.98475986924197,168.0457824364108,178.99352017881174,148.84844675690542,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,137.89089263049186,139.96654495826698,150.25396826263776,154.57714715594588,153.67029328570672,162.22825960889458,137.0956704769025,143.26099679082623,145.4666125386224,150.62494247185327,151.51795690056488,171.27324488066952,149.3427934522285,152.14038336780388,153.84407127103657,158.56595005618345,163.21771288170476,174.9127770057672,155.27110147422675,157.8027970288081,163.13349201922577,167.13396556171642,173.19352761685056,180.71499305688704
85,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,144.98376394839784,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,141.9339282994917,146.0976629308226,148.8341574249693,153.43636788773054,155.94162359038222,163.2361746350769,145.71638099335186,149.3681894341594,156.82836682961246,158.92915860152493,166.52624709360592,181.8961430581577,151.28124311447456,156.97702276749817,161.53226588361628,163.83781864959465,169.0015662087139,173.8465150726679,147.39492703138583,152.35002101872982,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,149.9270117335766,154.82935998186858,157.32190927535737,167.21527765721328,168.847089054831,184.6418545913206,148.07052896486329,151.38025736347575,155.98424701858676,160.07264150039865,162.4628499928865,176.98616432846467,150.33298529087736,154.87599015948783,160.4078989702195,162.87693675041524,163.02971986395525,197.6997490523674,149.57608298390983,153.9835201500295,160.27885724865283,162.89901753448922,164.6090807546219,172.13123926577902,151.9851921099975,154.4788946281697,156.57186920213385,162.6355601586077,166.14111451003075,175.01211451376793,144.53609922654732,148.33376533170724,150.3118660559635,157.31972416678357,167.3200892761084,174.01021520259837,157.46943925721882,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,144.91429158000832,147.0882509022499,150.47145148639618,158.70169136453126,164.48122561953255,173.96236734013328,153.19883106847905,157.48354227539264,160.69771505163482,163.98475986924197,168.0457824364108,178.99352017881174,148.98158750992098,152.09503299426274,153.83501160745732,155.67609123009095,157.05273638210645,169.06013632971153,138.68404416585835,140.4733033185483,150.25396826263776,154.57714715594588,153.67029328570672,162.22825960889458,138.53948681532358,144.9500732571606,148.7764843820039,153.40685923789354,159.63934955325666,171.27324488066952,149.3427934522285,152.14038336780388,153.84407127103657,158.56595005618345,163.21771288170476,174.9127770057672,155.27110147422675,158.007503928844,163.13349201922577,167.13396556171642,173.19352761685056,180.71499305688704
86,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,144.98376394839784,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,142.74159598613642,146.0976629308226,148.8341574249693,153.43636788773054,155.94162359038222,163.2361746350769,147.4107382368777,152.08124267550795,158.3821938839083,158.92915860152493,166.52624709360592,181.8961430581577,151.49526195961707,156.97702276749817,161.53226588361628,163.83781864959465,169.0015662087139,173.8465150726679,147.39492703138583,152.35002101872982,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,151.3699401966951,154.82935998186858,158.04613765787155,167.21527765721328,168.847089054831,184.6418545913206,148.07052896486329,151.38025736347575,156.38651998115773,160.07264150039865,162.4628499928865,176.98616432846467,150.9321035408468,154.87599015948783,160.4078989702195,162.87693675041524,163.02971986395525,197.6997490523674,150.01881981633423,155.95711877539043,161.4969562815607,162.89901753448922,164.6090807546219,172.13123926577902,152.627902515221,155.11460886495334,157.73430796636924,162.6355601586077,166.14111451003075,175.01211451376793,144.838082867711,148.56656421315583,154.25726078828794,158.27071041455963,167.3200892761084,174.01021520259837,157.46943925721882,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,144.91429158000832,147.0882509022499,150.47145148639618,158.70169136453126,164.48122561953255,173.96236734013328,153.19883106847905,157.48354227539264,160.69771505163482,163.98475986924197,168.0457824364108,178.99352017881174,149.67983805083267,152.09503299426274,153.83501160745732,155.67609123009095,157.95711331899213,169.06013632971153,139.52663203928597,141.4473658620018,150.25396826263776,154.57714715594588,153.67029328570672,162.22825960889458,138.62915372218907,145.91919843971445,151.16913395656064,158.31779437183397,159.63934955325666,171.27324488066952,149.3427934522285,152.14038336780388,153.84407127103657,158.56595005618345,163.21771288170476,174.9127770057672,155.27110147422675,158.007503928844,163.13349201922577,167.13396556171642,173.19352761685056,180.71499305688704
87,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,144.98376394839784,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,143.36823818736426,146.56135620386578,148.8341574249693,153.43636788773054,155.94162359038222,163.2361746350769,147.82882204583467,152.48255315796635,158.3821938839083,158.92915860152493,166.52624709360592,181.8961430581577,151.574480766985,156.97702276749817,161.53226588361628,163.83781864959465,169.0015662087139,173.8465150726679,147.39492703138583,152.35002101872982,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,152.047797779194,154.82935998186858,163.51363386515553,167.21527765721328,168.847089054831,184.6418545913206,148.07052896486329,151.38025736347575,156.94638057848508,160.07264150039865,163.20592904633477,176.98616432846467,151.4957922824896,156.1309451792187,160.4078989702195,162.87693675041524,163.02971986395525,197.6997490523674,150.9588262472384,156.99623658844257,161.83326758336648,162.89901753448922,164.6090807546219,172.13123926577902,152.96659165520407,155.11460886495334,158.50047881541457,162.6355601586077,166.14111451003075,175.01211451376793,145.619964149357,148.79764412898157,156.52314058720174,158.27071041455963,167.3200892761084,174.01021520259837,157.92548111819738,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,145.10080717663612,147.0882509022499,151.492004577978,158.70169136453126,164.48122561953255,173.96236734013328,153.19883106847905,157.48354227539264,160.69771505163482,163.98475986924197,168.0457824364108,178.99352017881174,149.85301811171817,152.09503299426274,153.83501160745732,155.67609123009095,157.95711331899213,169.06013632971153,139.92004670589253,142.68978256004533,150.25396826263776,154.57714715594588,153.67029328570672,162.22825960889458,139.0272811296496,145.91919843971445,151.16913395656064,158.31779437183397,159.63934955325666,171.27324488066952,149.3427934522285,152.14038336780388,153.84407127103657,158.56595005618345,163.21771288170476,174.9127770057672,155.44778182469756,158.18453922795524,163.13349201922577,167.13396556171642,173.19352761685056,180.71499305688704
88,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,144.98376394839784,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,143.72856680837603,147.03633088905323,148.8341574249693,153.43636788773054,155.94162359038222,163.2361746350769,148.3141298159395,154.63916259851246,158.7074010707357,159.28785088943934,166.52624709360592,181.8961430581577,151.574480766985,156.97702276749817,161.53226588361628,163.83781864959465,169.0015662087139,173.8465150726679,149.15774500105437,152.35002101872982,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,152.047797779194,155.47449007215175,163.51363386515553,167.21527765721328,168.847089054831,184.6418545913206,148.07052896486329,151.38025736347575,158.93060279273098,160.07264150039865,163.20592904633477,176.98616432846467,151.61337291447887,156.1309451792187,160.4078989702195,162.87693675041524,163.02971986395525,197.6997490523674,150.98189804676494,157.81336370556522,161.83326758336648,162.89901753448922,164.6090807546219,172.13123926577902,153.2832164691462,155.3522118240331,162.1167947874111,162.6355601586077,166.14111451003075,175.01211451376793,145.83682692666775,148.84806987044047,156.52314058720174,158.27071041455963,167.3200892761084,174.01021520259837,158.63989591711288,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,145.53445130616893,147.0882509022499,151.56957595372384,158.70169136453126,164.48122561953255,174.11437757161474,153.19883106847905,157.48354227539264,160.69771505163482,163.98475986924197,168.0457824364108,178.99352017881174,149.85301811171817,152.09503299426274,153.83501160745732,155.67609123009095,157.95711331899213,169.06013632971153,140.43036634833695,144.6008773861041,150.25396826263776,154.57714715594588,153.67029328570672,162.22825960889458,140.3827912909834,145.91919843971445,151.16913395656064,158.31779437183397,159.63934955325666,171.27324488066952,149.93269029418653,153.7084999405939,155.29036652233123,162.41588529118712,168.31796316288597,174.9127770057672,155.95119106340115,159.07733079580345,163.13349201922577,167.13396556171642,175.82431327188976,182.37042080044776
89,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,144.98376394839784,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,143.85506222148902,147.03633088905323,148.8341574249693,153.43636788773054,155.94162359038222,163.2361746350769,148.82151166256662,156.08923308791125,158.7074010707357,159.28785088943934,166.52624709360592,181.8961430581577,152.09180571480366,157.9299582869267,161.53226588361628,163.83781864959465,169.0015662087139,173.8465150726679,149.89207288699265,152.35002101872982,155.2573521177611,156.46088774505756,164.7260756994807,173.640072517495,153.01883588264528,157.17842432140085,163.51363386515553,167.21527765721328,168.847089054831,184.6418545913206,148.07052896486329,153.14843596684662,160.27766317223396,165.5777574856265,166.15694765399442,178.11825560287107,151.61337291447887,156.1309451792187,160.4078989702195,162.87693675041524,163.02971986395525,197.6997490523674,151.56119675135974,158.375957077977,162.18113821932803,162.89901753448922,164.6090807546219,172.13123926577902,153.2832164691462,155.3522118240331,162.1167947874111,162.6355601586077,166.14111451003075,175.01211451376793,146.07897895110656,149.49854465818214,156.52314058720174,158.27071041455963,167.3200892761084,174.01021520259837,158.63989591711288,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,146.11679799157363,147.0882509022499,152.1338866174262,162.46660468401373,167.6248827095417,177.7867404983859,153.19883106847905,157.48354227539264,160.69771505163482,163.98475986924197,168.0457824364108,178.99352017881174,149.88171942444413,152.09503299426274,153.83501160745732,155.67609123009095,157.95711331899213,169.3070699384698,140.50455166165827,146.11084208696056,150.25396826263776,154.57714715594588,153.67029328570672,162.22825960889458,140.8073076089906,145.91919843971445,151.16913395656064,158.31779437183397,159.63934955325666,171.27324488066952,150.54367795395726,153.7084999405939,155.29036652233123,165.9013424721011,168.31796316288597,174.9127770057672,156.99293517583556,160.94922794183535,163.5692650674652,174.37981083539415,175.82431327188976,182.37042080044776
90,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,144.98376394839784,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,144.1068822003383,147.03633088905323,148.8341574249693,153.43636788773054,155.94162359038222,163.2361746350769,149.66398563917792,156.69983914733538,160.43910541210192,162.2627935064603,166.52624709360592,181.8961430581577,153.3055881286997,158.40314378303194,161.53226588361628,163.83781864959465,171.40199199596654,175.59743117056496,150.2898823563383,152.35002101872982,155.4457649361485,156.46088774505756,164.7260756994807,173.640072517495,153.591034491656,157.40885927985354,163.51363386515553,167.21527765721328,168.847089054831,184.6418545913206,148.07052896486329,154.83331895344242,160.27766317223396,165.5777574856265,166.15694765399442,178.11825560287107,151.61337291447887,156.1309451792187,160.4078989702195,162.87693675041524,163.02971986395525,197.6997490523674,152.2055739383215,159.07144323081374,162.96333016769674,165.11180290541873,166.26404708341096,172.13123926577902,153.5389207670325,155.3522118240331,162.1167947874111,162.6355601586077,166.14111451003075,175.01211451376793,146.41404279506568,149.49854465818214,156.52314058720174,158.27071041455963,167.3200892761084,174.01021520259837,158.88365389117703,160.56570066397586,162.93970319575266,164.59551101738327,166.74976854616,174.41020176653257,146.46273307026507,147.89128620450293,153.9282037062365,162.46660468401373,167.6248827095417,177.7867404983859,153.19883106847905,157.48354227539264,160.69771505163482,163.98475986924197,168.0457824364108,178.99352017881174,150.06850919783273,152.09503299426274,153.83501160745732,155.67609123009095,157.95711331899213,169.77431687432107,141.2496772374136,147.52008825795662,150.28755573856935,154.57714715594588,153.67029328570672,162.22825960889458,141.8494727053517,145.91919843971445,151.16913395656064,158.31779437183397,159.63934955325666,171.27324488066952,151.7018628895082,154.06778780412571,157.2956480454413,170.16407877754173,168.31796316288597,174.9127770057672,157.3379615652144,161.23615069575638,166.1043646509521,174.37981083539415,175.82431327188976,182.37042080044776
91,146.5921992369703,152.59548851413706,156.098159105248,157.39956928605088,159.2535578212037,174.41689617577066,144.98376394839784,147.0422316206334,147.9486890328261,152.80527305069606,158.67810868432144,173.2351608210185,145.43215519672148,147.09644001703975,150.8485500926115,153.43636788773054,162.61606322929077,163.2361746350769,149.69694366887498,156.69983914733538,160.43910541210192,162.2627935064603,166.52624709360592,181.8961430581577,153.98518882847992,158.40314378303194,161.53226588361628,166.56979085511404,171.40199199596654,175.59743117056496,150.2898823563383,152.35002101872982,155.4457649361485,156.46088774505756,164.7260756994807,173.640072517495,154.21065330233765,157.47151384072157,163.51363386515553,167.21527765721328,168.847089054831,184.6418545913206,148.07052896486329,155.789476533499,160.27766317223396,165.5777574856265,166.15694765399442,178.11825560287107,153.07938546321682,156.1309451792187,160.4078989702195,162.87693675041524,163.02971986395525,197.6997490523674,152.9332015035416,159.5833294142227,162.96333016769674,165.11180290541873,166.26404708341096,172.13123926577902,154.18353528019816,156.41729307589802,162.1167947874111,162.6355601586077,166.14111451003075,175.01211451376793,146.9176943640656,149.49854465818214,156.52314058720174,158.27071041455963,167.3200892761084,174.90572034938668,159.13885646006767,160.56570066397586,162.93970319575266,164.59551101738327,167.62854509055833,174.41020176653257,146.73409055611452,149.91575848389434,157.46484443909824,162.46660468401373,167.6248827095417,177.7867404983859,153.19883106847905,157.48354227539264,160.69771505163482,163.98475986924197,168.0457824364108,178.99352017881174,150.36155541257827,152.09503299426274,153.83501160745732,155.67609123009095,164.2685885400547,169.77431687432107,141.94249628015183,148.60673424724774,150.62717150305122,154.57714715594588,153.67029328570672,162.22825960889458,142.89006688578834,146.05798828353932,151.16913395656064,158.31779437183397,159.63934955325666,171.27324488066952,152.3319312951541,154.52243917360175,162.45645942653874,170.16407877754173,168.31796316288597,174.9127770057672,157.6569683043857,162.59206009077226,166.37947230656712,174.37981083539415,175.82431327188976,182.37042080044776
